Criminal ID,Age,Gender,Crime Type,Crime Location,Time of Crime,Weapon Used,Prior Offenses,Modus Operandi,Associated Gang,Psychological Profile,Footprint/Fingerprint Match,Escape Method,Conviction Status,Sentence Duration,Education Level,Job Status,Geographical Factor
2709,18-25,Male,Kidnapping,Metro,Night,Gun,Yes,Extortion,Yes,Aggressive,No,Vehicle,Convicted,Long-term,Undergraduate,Self-Employed,Suburban
2710,51+,Male,Cybercrime,Rural,Morning,Knife,Yes,Online Fraud,No,Aggressive,Yes,Fake Identity,Convicted,Short-term,Undergraduate,Unemployed,Rural
2711,26-35,Female,Theft,Rural,Evening,Gun,Yes,Breaking & Entering,Yes,Calculated,No,Fake Identity,Under Trial,N/A,Postgraduate,Unemployed,Urban
2712,18-25,Male,Human Trafficking,Rural,Morning,None,Yes,Social Engineering,Yes,Opportunistic,No,Vehicle,Convicted,Life,Postgraduate,Student,Suburban
2713,26-35,Other,Human Trafficking,Metro,Night,Gun,Yes,Social Engineering,Yes,Calculated,No,Fake Identity,Convicted,Life,Postgraduate,Employed,Rural
2714,26-35,Male,Drug Offense,Rural,Evening,None,Yes,Brute Force,Yes,Opportunistic,Yes,Fake Identity,Convicted,Short-term,Graduate,Student,Urban
2715,36-50,Other,Assault,Rural,Evening,Knife,No,Online Fraud,Yes,Aggressive,No,Running,Convicted,Long-term,Graduate,Employed,Rural
2716,26-35,Other,Drug Offense,Rural,Evening,None,No,Extortion,Yes,Calculated,Yes,Vehicle,Acquitted,N/A,Postgraduate,Student,Suburban
2717,36-50,Male,Cybercrime,City,Evening,Gun,No,Online Fraud,Yes,Manipulative,Yes,Vehicle,Under Trial,N/A,Undergraduate,Student,Suburban
2718,51+,Other,Theft,City,Morning,Knife,No,Social Engineering,Yes,Aggressive,Yes,Vehicle,Under Trial,N/A,Graduate,Self-Employed,Suburban
2719,18-25,Other,Murder,City,Morning,Knife,Yes,Brute Force,No,Opportunistic,Yes,Running,Acquitted,N/A,Undergraduate,Unemployed,Urban
2720,18-25,Male,Drug Offense,City,Evening,None,No,Online Fraud,No,Manipulative,No,Fake Identity,Acquitted,N/A,Graduate,Unemployed,Rural
2721,51+,Other,Fraud,Metro,Night,Knife,Yes,Social Engineering,No,Aggressive,No,None,Convicted,Short-term,Graduate,Self-Employed,Urban
2722,26-35,Female,Assault,Metro,Evening,Digital Tools,Yes,Extortion,No,Calculated,No,Vehicle,Convicted,Short-term,Postgraduate,Unemployed,Rural
2723,51+,Male,Kidnapping,City,Evening,Knife,No,Breaking & Entering,Yes,Aggressive,No,Running,Acquitted,N/A,Graduate,Self-Employed,Rural
2724,51+,Female,Human Trafficking,Rural,Night,Knife,Yes,Social Engineering,Yes,Calculated,Yes,Fake Identity,Acquitted,N/A,High School,Employed,Suburban
2725,36-50,Male,Drug Offense,City,Morning,Digital Tools,No,Brute Force,No,Aggressive,Yes,Vehicle,Convicted,Long-term,Postgraduate,Employed,Suburban
2726,36-50,Male,Drug Offense,Metro,Evening,Knife,No,Social Engineering,Yes,Aggressive,No,Vehicle,Under Trial,N/A,Postgraduate,Self-Employed,Urban
2727,36-50,Male,Fraud,Rural,Night,Knife,Yes,Breaking & Entering,Yes,Manipulative,No,Running,Under Trial,N/A,Graduate,Self-Employed,Urban
2728,18-25,Male,Theft,Metro,Morning,Knife,No,Social Engineering,No,Opportunistic,No,Vehicle,Acquitted,N/A,Undergraduate,Self-Employed,Rural
2729,36-50,Male,Assault,City,Night,Digital Tools,No,Extortion,No,Manipulative,Yes,Vehicle,Acquitted,N/A,Graduate,Student,Urban
2730,51+,Male,Cybercrime,Metro,Morning,None,Yes,Extortion,No,Calculated,Yes,Running,Convicted,Short-term,High School,Self-Employed,Suburban
2731,36-50,Male,Fraud,Rural,Morning,Digital Tools,Yes,Breaking & Entering,Yes,Calculated,Yes,Running,Convicted,Long-term,Graduate,Self-Employed,Suburban
2732,26-35,Other,Assault,City,Morning,Gun,Yes,Brute Force,No,Manipulative,Yes,Vehicle,Convicted,Death,Undergraduate,Self-Employed,Suburban
2733,26-35,Male,Human Trafficking,Rural,Evening,None,Yes,Extortion,Yes,Calculated,Yes,Running,Acquitted,N/A,Postgraduate,Employed,Rural
2734,51+,Male,Assault,Metro,Evening,Digital Tools,No,Extortion,Yes,Manipulative,Yes,None,Under Trial,N/A,High School,Student,Suburban
2735,18-25,Other,Human Trafficking,Rural,Morning,Gun,Yes,Extortion,No,Aggressive,No,Fake Identity,Convicted,Long-term,Postgraduate,Self-Employed,Urban
2736,26-35,Other,Theft,City,Night,Knife,No,Brute Force,Yes,Opportunistic,Yes,Vehicle,Acquitted,N/A,High School,Unemployed,Urban
2737,36-50,Male,Theft,Metro,Night,Digital Tools,Yes,Online Fraud,Yes,Manipulative,Yes,Vehicle,Under Trial,N/A,Undergraduate,Self-Employed,Suburban
2738,18-25,Male,Murder,City,Morning,Gun,Yes,Online Fraud,No,Manipulative,No,Vehicle,Under Trial,N/A,Graduate,Student,Suburban
2739,36-50,Female,Fraud,City,Evening,None,No,Brute Force,No,Manipulative,Yes,Running,Acquitted,N/A,Graduate,Unemployed,Suburban
2740,51+,Female,Drug Offense,Metro,Evening,Gun,No,Online Fraud,Yes,Manipulative,No,Running,Under Trial,N/A,Graduate,Unemployed,Suburban
2741,26-35,Other,Kidnapping,Metro,Evening,Digital Tools,Yes,Brute Force,Yes,Calculated,No,Running,Convicted,Life,Graduate,Self-Employed,Urban
2742,26-35,Male,Kidnapping,Metro,Evening,None,Yes,Social Engineering,Yes,Aggressive,No,Vehicle,Acquitted,N/A,Postgraduate,Self-Employed,Suburban
2743,51+,Other,Theft,City,Evening,None,Yes,Breaking & Entering,No,Opportunistic,No,Running,Acquitted,N/A,Graduate,Student,Urban
2744,26-35,Male,Murder,City,Evening,Gun,No,Online Fraud,Yes,Manipulative,No,Fake Identity,Convicted,Short-term,Graduate,Employed,Suburban
2745,51+,Female,Theft,City,Night,None,Yes,Extortion,Yes,Calculated,No,Fake Identity,Under Trial,N/A,Postgraduate,Unemployed,Rural
2746,26-35,Other,Human Trafficking,Rural,Morning,None,No,Extortion,No,Aggressive,Yes,None,Convicted,Death,Undergraduate,Student,Suburban
2747,51+,Other,Drug Offense,City,Morning,Gun,Yes,Extortion,Yes,Opportunistic,No,None,Acquitted,N/A,High School,Student,Suburban
2748,36-50,Other,Human Trafficking,Rural,Morning,Knife,Yes,Breaking & Entering,Yes,Aggressive,Yes,None,Convicted,Long-term,Graduate,Student,Urban
2749,51+,Female,Assault,Rural,Night,Digital Tools,Yes,Brute Force,Yes,Aggressive,No,None,Convicted,Death,Postgraduate,Self-Employed,Urban
2750,36-50,Other,Assault,Rural,Morning,Knife,No,Social Engineering,No,Calculated,Yes,Fake Identity,Acquitted,N/A,High School,Self-Employed,Suburban
2751,36-50,Male,Fraud,City,Morning,Digital Tools,No,Extortion,Yes,Aggressive,Yes,Running,Acquitted,N/A,Undergraduate,Student,Urban
2752,26-35,Male,Theft,Metro,Night,Knife,No,Breaking & Entering,No,Calculated,No,Fake Identity,Acquitted,N/A,Graduate,Self-Employed,Suburban
2753,18-25,Male,Cybercrime,Metro,Night,Knife,No,Extortion,No,Aggressive,No,Fake Identity,Under Trial,N/A,Graduate,Student,Urban
2754,26-35,Male,Murder,Rural,Night,Gun,Yes,Extortion,Yes,Manipulative,Yes,Running,Convicted,Life,Postgraduate,Employed,Rural
2755,36-50,Female,Cybercrime,Rural,Evening,Digital Tools,Yes,Brute Force,Yes,Opportunistic,Yes,Running,Under Trial,N/A,Graduate,Unemployed,Rural
2756,26-35,Male,Fraud,City,Night,Gun,Yes,Social Engineering,No,Calculated,Yes,Vehicle,Acquitted,N/A,High School,Student,Suburban
2757,26-35,Other,Fraud,Rural,Morning,Knife,Yes,Social Engineering,No,Calculated,Yes,None,Convicted,Short-term,Postgraduate,Employed,Urban
2758,26-35,Male,Drug Offense,Rural,Night,None,No,Breaking & Entering,No,Manipulative,No,None,Acquitted,N/A,Undergraduate,Unemployed,Suburban
2759,26-35,Male,Kidnapping,Metro,Morning,Digital Tools,No,Online Fraud,Yes,Manipulative,No,Running,Convicted,Life,Undergraduate,Self-Employed,Urban
2760,26-35,Female,Cybercrime,City,Morning,Digital Tools,No,Online Fraud,No,Calculated,No,Running,Acquitted,N/A,Undergraduate,Employed,Urban
2761,18-25,Female,Human Trafficking,Rural,Morning,Digital Tools,Yes,Online Fraud,No,Calculated,Yes,Vehicle,Under Trial,N/A,Undergraduate,Student,Suburban
2762,51+,Male,Assault,Rural,Night,Gun,Yes,Online Fraud,No,Calculated,Yes,None,Under Trial,N/A,Postgraduate,Employed,Rural
2763,51+,Female,Murder,Metro,Evening,Digital Tools,Yes,Extortion,No,Calculated,No,Fake Identity,Acquitted,N/A,High School,Unemployed,Rural
2764,18-25,Male,Drug Offense,City,Morning,None,Yes,Breaking & Entering,Yes,Manipulative,No,None,Acquitted,N/A,Graduate,Self-Employed,Rural
2765,51+,Female,Drug Offense,Metro,Evening,Digital Tools,No,Breaking & Entering,Yes,Manipulative,Yes,Running,Under Trial,N/A,Graduate,Unemployed,Urban
2766,36-50,Male,Fraud,City,Night,Knife,No,Social Engineering,No,Manipulative,No,Fake Identity,Under Trial,N/A,Postgraduate,Employed,Suburban
2767,18-25,Female,Murder,City,Morning,Knife,No,Online Fraud,Yes,Aggressive,Yes,Fake Identity,Under Trial,N/A,Postgraduate,Self-Employed,Suburban
2768,36-50,Male,Murder,Rural,Night,Digital Tools,Yes,Extortion,No,Opportunistic,Yes,Vehicle,Under Trial,N/A,High School,Unemployed,Suburban
2769,26-35,Male,Cybercrime,Metro,Morning,Digital Tools,No,Online Fraud,Yes,Opportunistic,No,Fake Identity,Under Trial,N/A,Undergraduate,Self-Employed,Urban
2770,36-50,Female,Theft,Metro,Night,Digital Tools,Yes,Brute Force,No,Opportunistic,Yes,Vehicle,Under Trial,N/A,Undergraduate,Unemployed,Rural
2771,51+,Male,Cybercrime,Rural,Night,Gun,Yes,Brute Force,Yes,Manipulative,No,None,Under Trial,N/A,Postgraduate,Self-Employed,Rural
2772,26-35,Other,Theft,City,Evening,None,Yes,Brute Force,No,Opportunistic,Yes,None,Convicted,Long-term,Undergraduate,Employed,Urban
2773,18-25,Male,Assault,Rural,Morning,Gun,No,Breaking & Entering,Yes,Manipulative,No,Fake Identity,Under Trial,N/A,High School,Self-Employed,Suburban
2774,51+,Male,Theft,City,Evening,None,Yes,Social Engineering,Yes,Aggressive,Yes,Running,Under Trial,N/A,High School,Employed,Urban
2775,18-25,Female,Fraud,Rural,Morning,None,No,Online Fraud,Yes,Manipulative,No,None,Under Trial,N/A,Undergraduate,Self-Employed,Suburban
2776,36-50,Other,Theft,Rural,Night,None,No,Breaking & Entering,No,Calculated,Yes,None,Convicted,Death,High School,Student,Suburban
2777,26-35,Other,Human Trafficking,Rural,Evening,Knife,Yes,Extortion,No,Aggressive,No,Running,Acquitted,N/A,Postgraduate,Self-Employed,Rural
2778,26-35,Male,Theft,Rural,Morning,None,Yes,Extortion,Yes,Calculated,Yes,Fake Identity,Acquitted,N/A,High School,Student,Rural
2779,26-35,Male,Kidnapping,City,Evening,Gun,Yes,Social Engineering,No,Opportunistic,No,Running,Convicted,Life,Undergraduate,Employed,Urban
2780,18-25,Female,Assault,City,Night,None,No,Extortion,Yes,Calculated,Yes,Fake Identity,Under Trial,N/A,Graduate,Employed,Rural
2781,18-25,Female,Drug Offense,Metro,Morning,Knife,No,Brute Force,Yes,Opportunistic,No,Vehicle,Under Trial,N/A,Postgraduate,Employed,Suburban
2782,51+,Male,Theft,Rural,Morning,Digital Tools,No,Social Engineering,No,Calculated,No,Fake Identity,Convicted,Death,Undergraduate,Self-Employed,Suburban
2783,26-35,Male,Kidnapping,Metro,Night,Digital Tools,No,Social Engineering,No,Calculated,Yes,Fake Identity,Convicted,Death,High School,Self-Employed,Suburban
2784,51+,Other,Fraud,Metro,Morning,Digital Tools,No,Online Fraud,No,Opportunistic,No,Fake Identity,Convicted,Life,High School,Employed,Rural
2785,18-25,Female,Cybercrime,Rural,Evening,Gun,No,Social Engineering,No,Opportunistic,Yes,None,Acquitted,N/A,Postgraduate,Unemployed,Urban
2786,26-35,Female,Assault,Rural,Morning,Knife,Yes,Brute Force,No,Calculated,No,None,Convicted,Life,High School,Self-Employed,Suburban
2787,18-25,Other,Assault,Metro,Evening,None,Yes,Brute Force,No,Calculated,No,Fake Identity,Under Trial,N/A,High School,Employed,Urban
2788,51+,Female,Assault,Metro,Night,Gun,No,Extortion,Yes,Calculated,No,Vehicle,Under Trial,N/A,High School,Unemployed,Suburban
2789,51+,Male,Human Trafficking,Metro,Night,Digital Tools,Yes,Online Fraud,Yes,Calculated,No,Fake Identity,Convicted,Death,Postgraduate,Self-Employed,Rural
2790,26-35,Female,Assault,City,Evening,Digital Tools,Yes,Brute Force,No,Manipulative,Yes,Fake Identity,Under Trial,N/A,Undergraduate,Unemployed,Urban
2791,18-25,Female,Kidnapping,City,Evening,Digital Tools,No,Breaking & Entering,No,Opportunistic,No,Running,Convicted,Life,Postgraduate,Unemployed,Suburban
2792,51+,Female,Human Trafficking,Metro,Morning,None,No,Brute Force,Yes,Manipulative,Yes,Running,Acquitted,N/A,Undergraduate,Unemployed,Urban
2793,26-35,Female,Theft,Rural,Night,None,No,Social Engineering,No,Calculated,No,Fake Identity,Convicted,Long-term,Graduate,Self-Employed,Rural
2794,26-35,Male,Assault,Rural,Night,Gun,Yes,Extortion,Yes,Manipulative,No,None,Acquitted,N/A,High School,Employed,Rural
2795,51+,Female,Drug Offense,Metro,Morning,Knife,No,Extortion,Yes,Manipulative,Yes,Fake Identity,Acquitted,N/A,Graduate,Employed,Urban
2796,26-35,Other,Murder,Rural,Night,Digital Tools,Yes,Brute Force,No,Aggressive,Yes,Fake Identity,Under Trial,N/A,High School,Student,Suburban
2797,26-35,Other,Cybercrime,Rural,Night,None,No,Online Fraud,No,Aggressive,No,None,Under Trial,N/A,Graduate,Self-Employed,Rural
2798,51+,Male,Kidnapping,Metro,Morning,Gun,Yes,Extortion,No,Opportunistic,Yes,Fake Identity,Convicted,Death,Graduate,Employed,Urban
2799,51+,Female,Theft,City,Morning,Knife,Yes,Online Fraud,No,Aggressive,No,Running,Acquitted,N/A,Undergraduate,Unemployed,Urban
2800,26-35,Male,Theft,Metro,Evening,Knife,No,Extortion,Yes,Opportunistic,Yes,Fake Identity,Under Trial,N/A,Graduate,Unemployed,Suburban
2801,36-50,Other,Fraud,Metro,Night,Knife,No,Breaking & Entering,No,Opportunistic,Yes,Vehicle,Convicted,Life,Undergraduate,Employed,Rural
2802,18-25,Male,Assault,Rural,Night,Digital Tools,Yes,Social Engineering,Yes,Manipulative,No,Running,Acquitted,N/A,Undergraduate,Student,Suburban
2803,18-25,Other,Assault,Metro,Night,Gun,Yes,Extortion,No,Opportunistic,No,Fake Identity,Under Trial,N/A,Undergraduate,Unemployed,Suburban
2804,51+,Female,Fraud,Metro,Night,Gun,Yes,Online Fraud,No,Manipulative,No,Fake Identity,Under Trial,N/A,High School,Student,Suburban
2805,36-50,Male,Kidnapping,City,Evening,Digital Tools,No,Online Fraud,No,Aggressive,No,Vehicle,Convicted,Death,High School,Employed,Rural
2806,26-35,Other,Human Trafficking,Metro,Morning,Gun,No,Breaking & Entering,No,Aggressive,No,Fake Identity,Under Trial,N/A,Postgraduate,Employed,Urban
2807,51+,Other,Kidnapping,City,Night,Knife,Yes,Breaking & Entering,Yes,Aggressive,Yes,Running,Under Trial,N/A,Postgraduate,Student,Rural
2808,51+,Other,Murder,Metro,Morning,Digital Tools,No,Social Engineering,No,Aggressive,No,Fake Identity,Under Trial,N/A,Postgraduate,Employed,Urban
2809,26-35,Female,Fraud,Metro,Night,None,No,Social Engineering,No,Opportunistic,No,Vehicle,Acquitted,N/A,Postgraduate,Unemployed,Rural
2810,51+,Female,Murder,Rural,Evening,None,Yes,Online Fraud,No,Calculated,No,Fake Identity,Acquitted,N/A,High School,Unemployed,Urban
2811,36-50,Male,Assault,Metro,Evening,Gun,Yes,Extortion,No,Manipulative,Yes,Running,Acquitted,N/A,Graduate,Self-Employed,Urban
2812,18-25,Other,Fraud,City,Night,None,No,Social Engineering,Yes,Aggressive,Yes,None,Convicted,Life,Postgraduate,Self-Employed,Suburban
2813,51+,Other,Murder,Rural,Morning,Digital Tools,Yes,Online Fraud,Yes,Manipulative,Yes,Vehicle,Acquitted,N/A,Graduate,Self-Employed,Urban
2814,51+,Other,Theft,Metro,Evening,Knife,No,Extortion,Yes,Opportunistic,No,Running,Convicted,Death,Graduate,Self-Employed,Rural
2815,36-50,Other,Murder,City,Night,None,Yes,Extortion,Yes,Manipulative,No,Running,Acquitted,N/A,Postgraduate,Unemployed,Rural
2816,18-25,Female,Fraud,Rural,Night,Digital Tools,No,Extortion,No,Calculated,Yes,None,Convicted,Short-term,High School,Unemployed,Suburban
2817,51+,Male,Murder,City,Morning,Knife,No,Breaking & Entering,No,Manipulative,No,Vehicle,Acquitted,N/A,Graduate,Unemployed,Rural
2818,36-50,Female,Human Trafficking,City,Night,None,No,Breaking & Entering,Yes,Calculated,Yes,Running,Under Trial,N/A,Postgraduate,Student,Suburban
2819,36-50,Female,Theft,Rural,Morning,None,No,Breaking & Entering,Yes,Calculated,Yes,Running,Acquitted,N/A,Graduate,Employed,Urban
2820,18-25,Other,Kidnapping,Metro,Evening,Knife,No,Brute Force,No,Manipulative,No,Vehicle,Convicted,Death,Graduate,Student,Suburban
2821,51+,Male,Assault,Metro,Morning,Digital Tools,No,Social Engineering,No,Aggressive,Yes,Vehicle,Convicted,Short-term,Graduate,Self-Employed,Suburban
2822,18-25,Other,Cybercrime,Metro,Morning,Knife,Yes,Brute Force,No,Aggressive,No,Running,Under Trial,N/A,Graduate,Self-Employed,Rural
2823,26-35,Other,Murder,City,Morning,Gun,Yes,Social Engineering,No,Opportunistic,Yes,Running,Convicted,Death,Postgraduate,Student,Rural
2824,26-35,Female,Drug Offense,Metro,Morning,None,No,Social Engineering,No,Manipulative,Yes,Fake Identity,Under Trial,N/A,High School,Student,Rural
2825,26-35,Female,Theft,Rural,Night,None,No,Breaking & Entering,No,Calculated,Yes,Running,Under Trial,N/A,Graduate,Student,Suburban
2826,36-50,Female,Cybercrime,Metro,Morning,None,No,Social Engineering,Yes,Calculated,No,Fake Identity,Convicted,Long-term,Postgraduate,Employed,Urban
2827,18-25,Male,Drug Offense,City,Evening,None,Yes,Online Fraud,No,Aggressive,No,Running,Under Trial,N/A,Graduate,Student,Suburban
2828,26-35,Female,Fraud,Rural,Morning,None,No,Online Fraud,No,Manipulative,No,Running,Under Trial,N/A,Graduate,Self-Employed,Rural
2829,18-25,Other,Drug Offense,Metro,Morning,Knife,Yes,Brute Force,No,Aggressive,Yes,Running,Under Trial,N/A,Graduate,Student,Urban
2830,36-50,Male,Fraud,Metro,Night,Digital Tools,Yes,Brute Force,Yes,Aggressive,No,Vehicle,Under Trial,N/A,Undergraduate,Unemployed,Rural
2831,51+,Other,Fraud,Rural,Morning,Knife,No,Online Fraud,Yes,Aggressive,Yes,None,Acquitted,N/A,Undergraduate,Self-Employed,Urban
2832,26-35,Other,Assault,City,Night,Digital Tools,No,Extortion,Yes,Aggressive,Yes,None,Convicted,Death,High School,Student,Rural
2833,51+,Female,Human Trafficking,Rural,Morning,Gun,Yes,Breaking & Entering,Yes,Opportunistic,No,None,Convicted,Long-term,Postgraduate,Employed,Urban
2834,51+,Other,Theft,Rural,Night,Digital Tools,Yes,Online Fraud,Yes,Aggressive,No,None,Convicted,Long-term,Graduate,Employed,Urban
2835,36-50,Male,Cybercrime,Rural,Evening,Knife,Yes,Online Fraud,No,Aggressive,Yes,None,Under Trial,N/A,Undergraduate,Unemployed,Suburban
2836,51+,Other,Kidnapping,City,Night,Knife,Yes,Brute Force,Yes,Opportunistic,No,None,Convicted,Death,High School,Self-Employed,Urban
2837,26-35,Male,Theft,Rural,Night,None,Yes,Breaking & Entering,No,Aggressive,Yes,Running,Under Trial,N/A,Postgraduate,Unemployed,Rural
2838,51+,Female,Kidnapping,City,Evening,Digital Tools,Yes,Online Fraud,No,Manipulative,No,Running,Convicted,Life,Postgraduate,Self-Employed,Rural
2839,51+,Other,Kidnapping,City,Evening,Digital Tools,No,Breaking & Entering,Yes,Calculated,Yes,Vehicle,Acquitted,N/A,Undergraduate,Student,Rural
2840,26-35,Other,Human Trafficking,Metro,Night,Digital Tools,Yes,Social Engineering,Yes,Opportunistic,Yes,Fake Identity,Convicted,Death,Postgraduate,Employed,Urban
2841,18-25,Male,Drug Offense,Rural,Night,None,Yes,Brute Force,No,Opportunistic,No,None,Acquitted,N/A,Undergraduate,Self-Employed,Rural
2842,26-35,Female,Fraud,City,Morning,None,Yes,Breaking & Entering,Yes,Opportunistic,Yes,Fake Identity,Acquitted,N/A,Undergraduate,Self-Employed,Suburban
2843,36-50,Female,Human Trafficking,City,Night,Gun,No,Extortion,Yes,Manipulative,No,Vehicle,Acquitted,N/A,Undergraduate,Student,Rural
2844,36-50,Other,Cybercrime,City,Morning,Knife,Yes,Breaking & Entering,Yes,Opportunistic,Yes,None,Convicted,Life,Undergraduate,Unemployed,Urban
2845,51+,Other,Drug Offense,Metro,Evening,Digital Tools,No,Online Fraud,No,Calculated,No,Vehicle,Acquitted,N/A,Graduate,Self-Employed,Urban
2846,18-25,Other,Fraud,Metro,Morning,Digital Tools,Yes,Extortion,No,Manipulative,No,Fake Identity,Convicted,Life,Postgraduate,Unemployed,Suburban
2847,26-35,Male,Cybercrime,Rural,Morning,Gun,Yes,Social Engineering,Yes,Opportunistic,Yes,Vehicle,Acquitted,N/A,Graduate,Unemployed,Suburban
2848,36-50,Female,Cybercrime,Rural,Evening,Knife,Yes,Breaking & Entering,Yes,Manipulative,No,None,Convicted,Death,Undergraduate,Unemployed,Urban
2849,51+,Female,Fraud,Metro,Morning,Digital Tools,No,Social Engineering,No,Calculated,No,Running,Under Trial,N/A,Undergraduate,Student,Rural
2850,51+,Other,Cybercrime,Metro,Evening,None,No,Extortion,No,Opportunistic,Yes,Fake Identity,Acquitted,N/A,Postgraduate,Employed,Suburban
2851,18-25,Other,Kidnapping,Metro,Night,Digital Tools,Yes,Breaking & Entering,No,Aggressive,Yes,Vehicle,Acquitted,N/A,Graduate,Student,Urban
2852,51+,Other,Human Trafficking,Rural,Evening,Knife,No,Breaking & Entering,Yes,Opportunistic,Yes,Running,Convicted,Death,High School,Student,Urban
2853,26-35,Other,Theft,City,Evening,None,Yes,Brute Force,Yes,Manipulative,Yes,None,Convicted,Life,High School,Self-Employed,Urban
2854,26-35,Male,Assault,Metro,Night,Digital Tools,No,Breaking & Entering,Yes,Aggressive,No,None,Under Trial,N/A,High School,Student,Urban
